source,interaction,target
CDK1,-1,EZH2
PTPN11,-1,NTRK2
OGT,1,YAP1
RNF7,-1,JUN
PPP1R9B,1,TIAM1
DLGAP1,1,SHANK3
MAPK3,1,ARHGEF2
FYN,1,CD79A_CD79B_P0DOX6_P0DOX8
MAGEA3,1,TRIM28
KDM3A,1,H3-4
LARP7,-1,HEXIM1
RNF168,1,BLM
ACP1,-1,AKT2
PRKN,-1,CDKN1A
MAPK3,-1,PPP2R5C
YES1,1,WWTR1
WAC,1,PLK1
CSNK1G1,1,LYN
CUL7_RBX1_SKP1,-1,NCOA3
PRKAA1,1,CDKN1B
PTPN2,-1,PDGFRB
TRAF6,-1,CRTC2
GNA13,1,ARHGEF28
RNF7,-1,CASP3
CUL3,-1,MAP1B
MAPK1,1,TP53BP2
TRAF2,1,MAP4K2
MAPK3,-1,LIN28A
PLEKHG6,1,RHOA
KNL1,1,BUB1
TP53INP1,1,MAP1LC3C
MAPK8,1,SIRT1
SIRT1,1,CTNNB1
AKT1,1,SH2B2
PTPN6,-1,KDR
FZD7,1,GNAS
GSK3B,1,ZC3HAV1
XIAP,-1,CDC42
ELAVL1,1,ADAM10
CRBN_CUL4A_DDB1_RBX1,-1,TDG
ARRB2,-1,ADRB1
UBE2I,1,SMAD4
PREX2,1,RAC1
SRC,1,VAV3
EGFR,1,PELI1
PELI1,1,EGFR
TRIM63,-1,PPP3CA
TTC3,-1,SMURF2
FZD3,1,GNB1
ULK2,-1,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3
UBE3A,-1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
PIAS4,1,TP53BP1
PPARG,-1,HDAC1
FOS_JUN,1,NFATC1
USP7,-1,PTEN
ATM,1,UFL1
CDK2,1,CHEK1
CDK9,1,TP53
SEPTIN4,-1,XIAP
PRKACA,1,SRC
CTBP1,1,BHLHE41
PIM1,1,MDM2
CHFR,-1,SMARCB1
BRCA1,-1,NSD2
ARHGAP1,-1,RHOA
CCNA2_CDK2,1,AKT1
LYN,-1,PPP1R8
SMAD3_SMAD4,-1,MYOD1
STAT1,-1,NFKB1_RELA
AKT3,-1,ADARB1
PIM1,-1,MAP3K5
ADRB2,1,GNAQ
MAPK15,-1,ELAVL1
MDM2,-1,RB1
PRKN,-1,APEX1
CDK1,-1,MAP2K1
WNT11,1,FZD7
PPARG,-1,PTEN
CDKN1A,-1,CCNE2_CDK2
AKT1,1,ZRANB1
ABL1,1,DLG4
MDM2,-1,RUNX3
SETD2,1,STAT1
MYCBP2,-1,ULK1
GSK3B,1,CEBPB
YES1,-1,CDK4
HERPUD1,1,HSPA5
GRIN1_GRIN2D,1,CAMK2A
CSNK2A1,-1,WEE1
CDK5,1,PTK2
MAPK3,-1,CREM
MAGEL2,1,TRIM27
RET,1,MAPK1
NOTCH1,1,ZMIZ1
ZMIZ1,1,NOTCH1
PRKDC,1,PRKAG1
TBK1,-1,TNIP1
IL1R1,1,MAPK8
RNF4,-1,SUMO2
PELI1,1,MDM4
PRKACA,-1,HRH1
PSEN1,1,APH1A_NCSTN_PSEN1_PSENEN
PRKCA,-1,TBXA2R
CUL3_RBX1_SKP1,-1,WNK1
SMURF1,-1,SMAD5
HTR4,1,GNAI3
PRKD1,1,CDH1
NFKBIE,-1,NFKB1_RELA
FYN,-1,ITCH
RNF168,1,TP53BP1
AKT2,-1,CASP9
SMAD6,-1,MAP3K7
CUL3_RBX1_SKP1,1,AURKB
RNF8,1,BCL10
MAPK9,1,MAPK8IP1
TRAF6,-1,MYC
MARK3,-1,CDC25C
SPATA13,1,CDC42
LYN,1,CD79A_CD79B_P0DOX3_P0DOX7
USP9X,1,SMAD4
STUB1,-1,RUNX2
PRKCA,1,PRKD2
TGFBR1,1,PIK3R2
CAMK1,1,CDKN1B
CDK1,-1,DDX3X
PTPN1,-1,EIF2AK3
DEF6,1,RAP1A
PRKD3,1,HDAC5
CDK7,1,CDK4
MAPK1,-1,CASP8
RNF144B,-1,NPM1
MAP4K4,1,MAP3K11
TRIM59,-1,ECSIT
MAPK1,1,ZFP36
STUB1,-1,SMAD3
GHR,1,MAP2K5
PRKCB,1,PSEN1
CCND1_CDK4,1,TSC2
TRAF3,1,MAP3K7
TRAF6,1,IRF7
HTR7,1,GNAZ
CDK5,1,PSEN1
AKAP13,1,RHOA
PRKACA,-1,PIN1
SKP2,-1,MYC
EDNRB,1,GNAL
PRKCE,-1,BAD
PREX2,1,RHOA
PRKCI,1,PARD6A
SOD1,1,EIF2AK3
AURKA,1,LATS2
MAPK14,-1,CASP8
MMP14,-1,ADAM9
F2RL3,1,GNAQ
GNA12,1,ARHGEF11
RNF7,-1,CDC34
GSK3B,-1,FOXM1
SPRY2,-1,CBLB
KRAS,1,PIK3CB
CDC42,1,CDC42BPA
PAK1,1,PLK1
PPP2CA,-1,CHEK1
ERBB4,1,GRB2
BECN1,1,USP10
USP10,1,BECN1
STK11,-1,SMAD4
BMI1,1,H2AX
PRKCA,1,ITGB2
CCNB1_CDK1,-1,MYOD1
HERC2,-1,BRCA1
HUWE1,-1,PPARA
RXRA,-1,CTNNB1
PIN4,1,IRS1
CDK1,-1,USP24
GRK2,1,STK3
PRKCD,-1,VRK1
ITCH,1,TGIF1
GSK3B,1,TP53BP1
PTPRF,1,LCK
PBK,1,TP53RK
TBK1,1,MTOR
CDK2,1,BCL2L1
FAF1,-1,MAVS
MAPK6,1,TDP2
RPS6KA5,1,CTNNB1
ILK,-1,GSK3B
PIK3R3,1,PIK3CA
MAPK1,1,EPAS1
CDK5,1,RAPGEF2
HTR1B,1,GNAI3
PRKCA,-1,CTNND1
UVRAG,1,PIK3C3
FZD5,1,DVL2
SGK1,-1,SMO
PRKCA,-1,HDAC5
MDM2,-1,ASF1A
MDM2,-1,IER3
MDM2,-1,KAT2B
STK4,1,FOXO1
ABL1,1,DDX5
PRKCD,1,ITGB2
AKT1,-1,SKP2
FZD2,1,LRP5
GNAS,-1,RACK1
JAK2,1,MYC
CDK2,-1,NCOR2
PRKAR1B,-1,PRKACA
CDK4,-1,MEF2C
SRC,1,ARHGAP35
CDK1,-1,NHERF1
ATR,1,AKAP12
MTOR,1,ESR1
FANCM,1,TOPBP1
ZNF420,-1,TP53BP1
CUL3_RBX1_SKP1,-1,WNK4
MAPK1,1,CAPN2
MAPK1,1,PAK1
GNA13,1,RHOA
FBXO31,1,CUL7_RBX1_SKP1
PLK1,1,CLASP2
FZD3,1,GNB3
CRBN_CUL4A_DDB1_RBX1,-1,MYC
GNAS,1,AXIN1
NCL,-1,MYB
PPP2CA,-1,STK4
F2RL1,1,GNAO1
MOAP1,1,RASSF1
SOX3,-1,CTNNB1
AURKA,1,RALA
BRAF,1,MAPK7
EGFR,-1,BECN1
GSK3B,1,APBB1
WNT11,1,LRP6
ROCK1,1,BECN1
RHOA,1,PFN1
GRIN1_GRIN2C,1,DLG4
VRK1,1,H2AX
ACP1,1,PKM
AKT1,1,ATG4B
EIF3F,1,NOTCH1
WNK4,1,OXSR1
ASXL1,1,RARA
CSNK2A1,-1,YWHAQ
CHEK1,-1,CDH1
EPHA3,1,PAK1
GDNF,1,NCAM1
RPS6KA5,1,STAT3
IKBKB,-1,TWIST1
PAK1,1,MORC2
PAK6,1,GATA1
PINK1,1,TP53
YY1,1,AEBP2_EED_EZH2_RBBP4_SUZ12
HTR2A,1,GNAI3
BRAF,1,PAX3
NEK2,-1,MAD2L1
SRC,1,CASP7
EREG,1,ERBB3
AKT3,1,BMI1
LIN7C_PALS1_PATJ,-1,WWTR1
PPM1A,1,YAP1
SPOP,-1,CD274
TRIB2,1,PKM
ERBB2,1,PTK2
CDK2,-1,PTHLH
PRKN,-1,SQSTM1
PRKN,-1,PARK7
FYN,-1,DAB1
FYN,-1,STK11
GRK5,-1,NR3C2
RNF4,-1,KDM5B
SIRT1,-1,EP300
CCND1_CDK4,-1,MYOD1
CDK1,1,AR
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,1,SGK1
TUBB,-1,SMAD3
SRC,1,CBLC
PRKACA,1,HNRNPD
HTR6,1,GNA13
CDK4,1,PAX3
AKT1,-1,SKI
PARP1,1,TP53
PTPN1,-1,STAT5A
NEDD4L,-1,ULK1
TNFRSF21,1,TRADD
STUB1,-1,PLK1
ATM,1,CCAR2
SRC,1,CBL
CREBBP,1,MEF2C
MAML1,1,CTNNB1
PRKACA,-1,CTNND1
TRIM25,1,ZC3HAV1
SRC,1,PBK
MDM2,-1,IRF1
HUWE1,-1,BRCA1
CHUK_IKBKB_IKBKG,-1,BAD
CDK7,1,RARA
NAT10,1,TP53
AKT3,1,CREB1
FYN,-1,CHN2
RNF2,-1,AMBRA1
PTPN5,1,BAK1
TRAF6,1,PSEN1
HTR6,1,GNAL
SKI,-1,SMAD3_SMAD4
TRAF4,-1,SMURF2
TRAF6,-1,STAT3
LCK,1,PRKCQ
MDM2,-1,GRK2
RAB1A,1,ULK1
CDK1,1,PPP1R13L
MAPK1,-1,FOXO3
MAPK3,1,LCK
HTR4,1,GNAO1
GSK3A,-1,NCOA3
IL5RA,1,SOX4
PTPN1,1,CTNNB1
MAPK3,1,PPARA
RAB5A,-1,RAB7A
FOXC1,1,RBPJ
HRH1,1,GNAO1
KMT2D,1,ESR1
SMAD9,1,SMAD4
DUSP3,-1,EGFR
CASP8,1,PSEN1
CASP8AP2,1,NFKB1_RELA
LATS1,-1,WWTR1
CUL1_RBX1_SKP1,-1,FBXO15
FBXO15,1,CUL1_RBX1_SKP1
CCND1_CDK4,-1,RUNX3
PTPRC,-1,PRKCD
ARHGEF15,1,CDC42
MAPK3,-1,HSF1
HTR2C,1,GNAO1
HTR4,1,GNAI1
PPM1A,-1,CDK2
GRB10,1,PIK3CA_PIK3R1
PLK1,1,LRRK1
WNT1,1,FZD1
MAPK1,1,SMAD4
MAPK12,-1,TP53BP1
MAP2K1,-1,TAL1
MAPK14,1,HBP1
SHANK1,1,ACTN1
AKT1,-1,EZH2
IKBKE,1,ESR1
MAPK9,-1,RXRA
HTR2B,1,GNAQ
GAB1,1,PIK3CA_PIK3R1
ETS1,1,ITGA11
PCNT,1,CDK5RAP2
CAMK1,-1,NUMB
MAPK14,1,ELAVL1
MAPK1,1,STAT5A
PRKCA,1,PSEN1
SIRT1,1,PPARGC1A
H4C6,1,BRD4
PRKCA,1,PTPN6
PTPN1,-1,MAPK15
PINK1,-1,CYCS
FGFR1,-1,CTTN
MALT1,1,TAB2
HTR2B,1,GNAZ
FBXW7,-1,GATA2
NLK,1,YAP1
CSNK1A1,1,RELA
RNF11,1,SMURF2
PRKD1,-1,KCNH2
IL15RA,1,IL2RB
MAPK1,-1,NR3C1
SPOP,-1,TRIM24
WNT5A,1,RYK
MAPK8IP1,-1,NOTCH1
CSNK2A1,1,ARRB2
DEPTOR,-1,DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR
PRMT6,-1,SIRT7
MAPK1,-1,STK11
PRKACA,-1,ITGB4
EID1,-1,EP300
NTSR1,1,GNAO1
GNAQ,1,BTK
PRKCA,-1,HRH1
PIK3CA_PIK3R1,1,BTK
HSPA1B,1,ENPP1
RBPJ,1,MAML2
ZC3HAV1,1,PARN
PRKD3,1,PAK4
CHEK2,1,PPP2R5C
KDR,1,PIK3CA_PIK3R1
SRC,-1,SIRT2
F2RL3,1,GNAI3
GIT1,1,ARHGEF6
RBPJ,1,DUSP1
CUL1_RBX1_SKP1,-1,MDM2
GFI1,-1,SPI1
CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1,1,KRAS
CDON,1,BNIP2
TNF,1,TNFRSF21
GSK3B,-1,STAT2
AURKB,-1,RASSF1
FOXM1,1,CTNNB1
HDAC2,-1,CCND1
FAM83G,1,CSNK1A1L
FNTA,1,HRAS
DOK1,-1,ITGA2B_ITGB3
PRKACA,-1,IMMT
CCAR2,-1,SIRT1
CSNK1A1,-1,TIAM1
PPP1CA,1,MDM2
HNRNPU,1,TNF
PLK1,1,PRKN
NCOA1,1,ASXL1
ASXL1,1,NCOA1
INSR,1,BLVRA
SMURF1,-1,UVRAG
BMPR1A,1,SMAD5
TRIM25,-1,SFN
CSNK2A1,-1,BRMS1
CDH1,-1,FBXO31
PPP1CA,-1,TP53
ITGB1BP1,-1,ITGB5
TBK1,-1,NFKBIA
GNRHR,1,GNAI3
MAPK3,-1,MYB
TBL1XR1,-1,BCL3
RANBP2,-1,CDKN1B
FZD2,1,DVL1
TBK1,1,NFKB1_RELA
MAPK9,-1,YWHAZ
MTOR,1,NRBF2
SOX4,1,CTNNB1
CRHR1,1,GNAQ
MAPK14,1,CDKN1A
FOXA1,1,NFIX
FST,-1,GDF11
PPP2CA,-1,MAP3K3
CDC25A,1,CDK6
STK4,1,LATS1
LARP6,1,DHX9
TUBB,-1,SMAD2
PRKAA2,1,INSR
EPHB2,1,NRCAM
CSNK2A1,1,TNFAIP1
PRKAA1,1,TP53
OXTR,1,GNAI1
FYN,1,IFITM3
ATR,1,ZDHHC13
CDC25A,-1,MAPK3
SORT1,1,APOE
CHFR,-1,AURKA
PPP2CA,1,BCL2
MECP2,1,CREB1
SRC,1,TGFA
BTRC_CUL1_SKP1,-1,SMAD3
CDK1,-1,EPN1
USP7,1,UBA52
CDK5,1,STAT3
SRC,-1,RHOU
PRKCA,-1,DDX5
PRKAA1,1,HAT1
CCNB1_CDK1,1,PBK
RPS6KA4,1,NFKB1_RELA
PTEN,1,PPM1A
ATM,1,BUB1
CHEK1,-1,PABIR1
PPP2CA,-1,IRF3
CDK5,-1,RB1
MAPK8,1,LRP6
IL15RA,1,JAK1
PTK2,-1,ACTN1
CCNB1_CDK1,1,LATS1
SET,-1,PPP2CB
SH2B1,-1,SYK
PREX1,1,RAC1
EGFR,-1,PPARG
SMO,-1,SUFU
EDNRB,1,GNAS
PRKCZ,-1,MARK3
CBL,-1,CFLAR
MAPK1,1,SP3
CCP110,1,CALM2
SIAH1,1,NOTCH1
EDNRA,1,GNAZ
PRKCA,1,SDC2
CSNK1E,-1,EIF4EBP1
PDPK1,1,PRKCE
PRKCA,1,INSR
CDK1,1,ANAPC1
PRKD1,1,PTPN7
MAPKAP1,1,PRKCE
MAPK1,1,DUSP16
SLBP,1,H3C13
KDR,1,PLCG1
CSNK2A1,1,PTPRC
PRKACA,1,NFKB1_RELA
MDM2,-1,CDKN2AIP
PRKACA,1,GRK2
FERMT3,1,ITGB1
PLK1,1,PARP10
CDK2,1,USP37
SMURF2,-1,BMPR1A
STK4,-1,PIK3CA
LCK,1,CD247_CD3D_CD3E_CD3G
PRKCZ,1,STK11
TLN1,1,ITGB8
CHEK2,-1,MDM4
DYRK1B,-1,HDAC5
MTNR1A,1,GNAZ
CAPN3,1,GSK3B
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,1,GRB10
CSNK1D,1,DCK
RAB7A,1,RAC1
BTRC_CUL1_SKP1,-1,RAPGEF2
EPHB2,-1,RRAS
AKT2,1,XIAP
CDK1,1,BUB1B
RB1,-1,ANP32A
CUL1_FBXW2_SKP1,-1,GCM1
EIF2AK2,1,CASP1_NLRP1_PYCARD
IL4R,1,STAT5A
RNF168,-1,H1-2
PTPN1,-1,BCR
SMURF1,-1,SMAD9
GNAS,1,PIK3CA_PIK3R1
PRKACA,-1,HDAC8
BTRC,-1,RAP1GAP
CD274,1,PDCD1
RANGAP1,-1,MYCBP2
CHUK,-1,NFKB1_RELA
LRP2,1,PTCH1
PRKACA,-1,MARK2
EGFR,1,MUC1
F2RL3,1,GNAZ
PPM1A,-1,MAPK14
SIAH1,-1,NUMB
AKT1,1,RARG
CSNK1A1,1,CDK5
KCTD10,-1,RHOA
ITCH,-1,DTX1
TLN1,1,ITGA6_ITGB4
MAPK1,1,IL16
CDK1,-1,GATA2
ASH2L_DPY30_KMT2D_RBBP5_SETD1A_SETD1B_WDR5,1,ESR1
TIMP3,-1,MMP14
CDC34,1,CUL1_SKP1_SKP2
ERBB2,1,ERBB4
DLG1,1,ZAP70
INPPL1,-1,CBLC
PLK1,1,MDM2
THRA,-1,GATA2
ITCH,-1,JUNB
CDK3,1,JUN
CCNB1_CDK1,-1,CASP9
SAG,1,CUL5
KDM5B,1,FOXG1
CHRNA7,1,RHOA
CDKN2AIP,1,TP53
ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27,-1,USP37
PTPN22,-1,ZAP70
CCNB1_CDK1,-1,ARHGEF2
NEK6,1,SGK1
CTNNB1,1,TRRAP
AURKA,1,FADD
IKBKB,-1,NFKB1_RELA
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,ALDH2
PRKCI,1,ECT2
MAPK3,1,LRP6
CSNK1A1,1,SMO
STK11,1,SIK1
SP3,1,ITGA11
MAPK14,1,AEBP2_EED_EZH2_RBBP4_SUZ12
AKT1,-1,DAB2IP
FLT3,1,GRB10
CCNB1_CDK1,-1,ABI1
MAP3K10,1,NEUROD1
FYN,1,CD79A_CD79B_P0DOX6_P0DOX7
DUSP14,-1,TAB1
CD79A_CD79B_P0DOX3_P0DOX8,1,SYK
CASP1_NLRP1_PYCARD,1,CASP1
JAK2,-1,CDKN1B
PSMF1,-1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
PIK3CG,1,PDPK1
CCNB1_CDK1,1,SIRT1
MINK1,1,KCNH2
FBXW8,1,CUL7_RBX1_SKP1
UBE2I,-1,SOX6
NIBAN2,1,HRAS
PPM1A,1,PIK3CA_PIK3R1
CSNK1E,-1,CTNNB1
KAT5,1,CHKA
PRKCA,1,PRKG1
EPHA2,1,YES1
DLK1,-1,NOTCH1
PRKCE,-1,FGFR2
ZNF318,-1,AR
ACVR1,1,LIN7C_PALS1_PATJ
CUL3,1,TNFAIP1
AMBRA1,1,TRAF6
RAB7A,1,PIK3C3
TGFB1,1,PIK3CA_PIK3R1
PPP2CA_PPP2R1A_PPP2R2B,1,GSK3B
CSNK2A1,-1,PIN4
MDM2,1,NOTCH1
PRKCG,1,GRK2
PRKCB,1,PIK3CG
ARHGEF4,1,RHOA
PRKAA1,1,FOXO4
PRKAA1,-1,NR2C2
CASP7,1,PSEN1
CALM1,1,PPP3CB
CCNE2_CDK2,1,E2F5
PTPRJ,1,CTNNB1
NUMB,1,TP53
STK3,1,PRKCA
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,CSNK1E
PRKCE,1,STAT3
MAPK3,-1,STK11
ASF1A,1,MDC1
TLN1,1,ITGB3
PDGFRA,1,PTK2
PPP2R5D,1,RAF1
VRK3,1,DUSP3
CUL1_RBX1_SKP1,-1,IKBKB
CASP3,1,NFKBIA
ARRB2,1,INPP5D
SYK,1,IL15RA
PRKAA1,1,USP10
JAK3,1,NFATC1
GSK3B,1,CDH1
ERBB4,1,PIK3CA_PIK3R1
MAP2K1,1,GSK3B
NR3C1,1,CEBPB
KIF5B,1,GABBR1
ATM,-1,DAXX
PRKCD,1,FBXO25
MAPK8,1,PKMYT1
EIF2AK2,1,CASP1_NAIP_NLRC4_PYCARD
CAMK4,1,CREBBP
JAK1,1,EIF2AK3
GATA1,1,HDAC3
ADAM17,1,AREG
RPS6KA1,-1,CIC
PRKCB,1,TP73
NR1D1,1,OPHN1
YAP1,1,SMAD1
CUL1_RBX1_SKP1,-1,TTI1
DAB2IP,-1,KRAS
ITK,1,TEC
GNB1,1,PIK3CA_PIK3R1
DLGAP5,1,SHANK2
SRC,1,IQGAP1
CRBN_CUL4A_DDB1_RBX1,-1,CSNK1A1
LYN,1,CD79A_CD79B_P0DOX6_P0DOX8
PRKD1,-1,HDAC5
OXTR,1,GNAQ
NFKB1_RELA,-1,MYOD1
CSNK2A1,1,PHF8
PAK1,-1,ARHGDIA
TRAF6,1,ULK1
FZR1,-1,AURKA
CSNK2A1,1,PPP1R1B
AHSA1,1,HSP90AA1
NUAK1,-1,LATS1
CSNK2B,1,SORT1
STK11,1,SIK3
PPP1CC,-1,AKT1
JAK2,-1,PRMT5
CSNK2A1,1,PIK3R1
TNK2,-1,KDM3A
FBLIM1,1,FLNA
FAM83G,1,CD2AP
GSK3B,-1,PIAS1
IKBKB,-1,CDKN2A
MAPK1,1,GTF2I
USP2,1,TGFBR1
CSNK2B,-1,CTDP1
FYN,-1,PRKAA2
PRKCA,1,RALBP1
CUL1_SKP1_SKP2,-1,RBL2
TRIM24,-1,TP53
MAPK8,1,MAPK9
SMAD6,1,SMURF1
SMURF1,-1,SMAD6
PPP1CA,-1,AKT1
CCNB1_CDK1,-1,CASP8
GNB3,1,PIK3CA_PIK3R1
NAT10,-1,MDM2
PRKCZ,-1,MAP1LC3B
TLR2,1,TIRAP
CSNK1E,-1,LEF1
FZD3,1,GNA13
PIN1,1,MYC
PPP1R8,-1,PPP1CA
BTRC_CUL1_SKP1,-1,CD274
MAPK11,-1,TP53BP1
UBC,1,PRKN
PTPN22,-1,CD247
CD28,1,PIK3CG
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,MTOR
HRH1,1,GNAI1
PPP2CA_PPP2R1A_PPP2R2B,-1,PDPK1
UBE2I,-1,IRF7
SMO,1,GNAI1
MAPK1,-1,CIC
MAPK1,-1,TSC2
PRKCD,1,PTPN7
IRS1,1,PIK3CB
PPP1CB,1,CASP2
GRIN1_GRIN2D,1,CTTN
HTR1B,1,GNAO1
PRKCI,-1,NUMB
PRKAA1,-1,SYN1
AKT1,1,CDK2
AMOT,-1,YAP1
CAST,-1,CAPN2
RUNX3,-1,NOTCH1
MAPKAPK2,1,PLK1
BLK,1,CD79A_CD79B_P0DOX3_P0DOX7
F2,1,GP1BA_GP1BB_GP5_GP9
ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27,-1,AURKA
CBL,-1,JAK2
HRH1,1,GNAZ
MDM2,-1,DYRK2
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,CTNNB1
CHFR,-1,SIRT1
PTP4A3,-1,ITGB1
DCK,-1,CDK1
MSH2,1,BLM
AURKA,1,NSD2
CYLD,-1,BCL3
DYRK2,-1,JUN
PRKCA,1,GRM5
ARHGAP35,-1,RHOA
GSK3B,-1,BLM
CUL1_RBX1_SKP1,-1,BIRC5
EDNRA,1,GNA13
IKBKE,1,NFKB1_RELA
CCNE2_CDK2,1,PRKAR1A
RPS6KA1,1,ESR1
STUB1,1,PRKN
CDK2,1,DLG1
CYCS,1,CASP9
AMOT,-1,WWTR1
ATM,1,KHSRP
CUL3_RBX1_SKP1,-1,PGAM5
PRKCD,1,TBL1XR1
WNK4,1,STK39
TRAF6,1,MCL1
AKT1,-1,GAB2
RET,1,AKT1
AURKB,1,PLEKHG6
RAB1A,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
TLN1,1,ITGB7
MAPK3,-1,NFATC1
NRAS,1,PIK3CG
PAK1,-1,WEE1
ZNRF1,-1,CAV1
PRKCG,1,ANXA1
OPHN1,1,RAC1
ANK2,1,PPP2R5A
FLT3,1,CTNNB1
CSNK1D,-1,WWTR1
MATK,-1,LYN
CUL1_RBX1_SKP1,-1,CHEK1
GRK2,-1,OXTR
LCK,-1,PRDX1
TRIM27,-1,ULK1
CXCL1,-1,PRKACA
CDK2,-1,PTPN12
MPG,-1,PPP2CA
PTGS2,1,MYOD1
PRKACA,1,ATF1
GSK3B,-1,NBR1
CALM3,1,PPP3CC
MAPKAPK2,1,ELAVL1
GRK2,1,EZR
CHUK_IKBKB_IKBKG,-1,CYLD
SMAD6,-1,SMAD4
SIRT7,-1,ATM
ABL2,1,CEBPB
MELK,-1,PDPK1
GSK3B,-1,CCND2
NLGN2,1,MAGI2
WDR62,1,MAP2K4
ANKS1B,1,DLG4
ABL1,-1,PRKN
NFIB,-1,NFIC
PRKCD,-1,HNRNPK
PRKACA,-1,CAMKK1
SQSTM1,-1,SOD1
AQP5,1,CCND1_CDK4
PRKAG1,1,PRKAA2
CDK1,-1,VHL
CAMK2A,1,ITGB1BP1
MAPK8,-1,NR3C1
CEP76,-1,PLK1
RRAGD,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
SRC,1,HSP90AB1
MAP1LC3C,-1,NBR1
AKT1,-1,RPS6KA3
MAPK10,-1,SFN
FCRL3,1,SYK
MYOD1,1,SMARCA4
BDKRB2,1,GNAO1
PIK3R1,1,PIK3CG
ATAD5,1,BRD4
AKT1,-1,SH3RF1
STK24,1,STK38L
TNFAIP1,-1,RHOA
BDKRB2,1,GNAI1
SRC,1,ARHGEF4
FYN,1,PTPRF
GCSAM,-1,GRB2
DDB1,1,E2F1
SLBP,1,H4C6
RRAGD,1,RPTOR
HTR2C,1,GNAZ
CSNK2A1,1,PTGES3
LZTR1,-1,KRAS
LATS1,1,AMOT
CILK1,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
HASPIN,1,PLK1
CUL3_RBX1_SKP1,-1,RBBP8
RELA,1,SP1
PRKCA,-1,HMGN1
MAPK10,-1,CDC25C
PTPN1,-1,GAB1
YWHAH,-1,CDKN1B
RPS6KB1,-1,MRE11
AKT2,-1,STK3
PRKCA,1,CDKN1A
OTUB1,1,TP53
UNC5A,-1,DCC
DEF6,1,CDC42
TRIP13,-1,BUB1B_BUB3_CDC20_MAD2L1
TNKS,-1,PSMF1
SKP2,-1,MYBL2
NR3C1,1,LCK
CCNE2_CDK2,-1,TP73
IFNB1,1,IFNAR1_IFNAR2
ERN1,1,TRAF2
DUSP1,-1,MAPK9
PRKAR1A,-1,PRKACB
CDK1,1,DCTN6
GNG3,1,PLCG1
CD19,1,PIK3CA_PIK3R1
PRKCB,1,NFE2L2
LEPR,1,PTPN11
CDK5,1,GRIN2A
CSNK1A1L,1,GLI2
CUL1_RBX1_SKP1,-1,TP73
PTPN2,-1,FYN
APH1A_NCSTN_PSEN1_PSENEN,1,NOTCH2
EIF2AK2,1,PPP2R5A
CSNK1D,-1,SMARCA4
FGFR4,1,STAT1
ACP1,-1,PTK2
EGFR,-1,CTNND1
STK38,-1,YAP1
PIM1,-1,CDKN1B
FGFR2,-1,FRS2
AKT1,1,BLVRA
PRKCD,1,GRK2
SMO,1,CXCL1
RUNX2,1,CREBBP
RNF111,-1,PML
GRIN1_GRIN2B,1,CTTN
CBL,-1,PIK3CA_PIK3R1
SHOC2,1,PPP1CA
RNF8,1,H2AX
PRKCZ,1,NFKB1_RELA
KDM4C,1,AR
FRAT1,1,APC_AXIN1_GSK3B
DYRK1B,-1,HDAC9
MAPK14,1,BAZ1B
HDAC1,1,FOXO3
